"siteid","sitename","lat","long","area","notes","description","elev"
24786,"Square Tower Ruin Group",37.384238,-109.07906,NA,NA,NA,1589
24787,"Loch a'Phuinnd",57.35139,-7.2702,NA,NA,NA,4
24788,"Hovenweep (Big Cahon lake)",37.41706,-109.056494,NA,NA,NA,1670
24789,"Little Cahon Lake",37.423694,-109.036328,NA,NA,NA,1701
24790,"Loch Buailaval Beag",58.264906,-6.770474,NA,NA,NA,38
24834,"Hovenweep (Little Ruin)",37.378884,-109.066712,NA,NA,NA,1605
25892,"Pruden Site",37.358314,-109.101288,NA,NA,NA,1611
25893,"Soppensee",47.09076,8.08088,NA,NA,NA,618
25895,"Rönneholms Mosse",55.918814,13.415878,NA,NA,NA,38
25896,"Hovenweep (Climax)",37.329012,-109.19075,NA,NA,NA,1584
25897,"McElmo",37.230544,-109.177574,NA,NA,NA,1409
25898,"Cross Canyon",37.529748,-109.004808,NA,NA,NA,1685
25957,"Llyn Cororion",53.197734,-4.101292,NA,NA,NA,79
25958,"Lerbäcker Moor",58.953512,15.052668,NA,NA,NA,121
25998,"Myrvatnet",68.660076,16.380466,NA,NA,NA,184
26002,"Black Steer BLM Site",37.397162,-109.16446,NA,NA,NA,1502
26003,"Kis-Mohos Tó",48.337174,20.42481,NA,NA,NA,329
26010,"Big Ruin",37.4611,-110.111614,NA,NA,NA,1566
26011,"Afalou Bou Rhummel",36.63389,5.34917,NA,NA,NA,36
26012,"MD72/5-22",42.20194,36.49278,NA,NA,NA,-739
26013,"MD72/5-25",42.1,36.61667,NA,NA,NA,-503
26014,"Caspian Sea CP 21",42.85,49.85,NA,NA,NA,-473
26015,"Caspian sea CP 18",41.55,51.1,NA,NA,NA,-490
26016,"GS18",41.54806,51.10111,NA,NA,NA,-489
26017,"Caspian Sea CP 14",39.26667,51.46667,NA,NA,NA,-329
26018,"Eriu",47.43694,22.30111,NA,NA,NA,137
26019,"GS05",38.76083,51.53778,NA,NA,NA,-528
26020,"Berveni",47.80248,22.45551,NA,NA,NA,103
26021,"Pestera Lui Climente",44.59528,22.25972,NA,NA,NA,178
26022,"Nisi Fen",40.81667,21.91667,NA,NA,NA,470
26023,"Rezina marsh",39.98778,20.77556,NA,NA,NA,1750
26024,"Lake Gramousti",39.885,20.59528,NA,NA,NA,388
26025,"Zibakenar Lagoon",37.45417,49.88528,NA,NA,NA,-36
26026,"Langarud",37.18556,50.1475,NA,NA,NA,-27
26027,"Ein Gedi",31.41889,35.38833,NA,NA,NA,-422
26028,"Clonearl Bog",53.31667,-7.3,NA,NA,NA,91
26029,"Taul Zanogutii",45.33407,22.80349,NA,NA,NA,1863
26030,"Moyreen",52.53333,-9.18333,NA,NA,NA,129
26031,"Owenduff",54,-9.65,NA,NA,NA,199
26032,"Bagau",46.3053,23.79075,NA,NA,NA,270
26033,"Sidon",33.56417,35.36861,NA,NA,NA,4
26034,"Lake Drivati",55.61667,27.06667,NA,NA,NA,115
26035,"Craiovita",44.31139,23.88056,NA,NA,NA,178
26036,"Big Ruin Canyon",37.457782,-110.11065,NA,NA,NA,1571
26037,"Climax",37.287722,-109.19075,NA,NA,NA,1558
26038,"Ghitu Muntii",45.35222,24.70083,NA,NA,NA,1460
26039,"Iaz",47.10833,22.66111,NA,NA,NA,341
26040,"Stobor",46.92722,23.29611,NA,NA,NA,376
26041,"Lake Bled",46.36667,14.1,NA,NA,NA,489
26043,"Kara-Bogaz Gol",41.85,53.25,NA,NA,NA,-39
26044,"Lake Manyas",40.16667,28,NA,NA,NA,10
26045,"Lake Iznik",40.43389,29.53306,NA,NA,NA,76
26046,"Lake Sapanca",40.71667,30.25,NA,NA,NA,30
26047,"Tres Pins",42.14583,2.73056,NA,NA,NA,233
26048,"Bòbila Ordis",42.14,2.75444,NA,NA,NA,184
26049,"Tubilla del Lago",41.80833,-3.5725,NA,NA,NA,895
26050,"Arroyo de Valdeconejos",40.86104,-4.06103,NA,NA,NA,1368
26051,"Arroyo de Navalacarreta",40.85222,-4.03111,NA,NA,NA,1221
26052,"El Maíllo mire",40.54667,-6.20972,NA,NA,NA,1134
26053,"Xan de Llamas",42.30417,-6.32139,NA,NA,NA,1488
26054,"Ayoó de Vidriales",42.12611,-6.07028,NA,NA,NA,784
26055,"Arroyo de las Cárcavas",40.84194,-4.03139,NA,NA,NA,1285
26056,"Hayley Wood",52.16056,-0.1125,NA,NA,NA,90
26057,"Ogof Draenen cave",51.81694,-3.09306,NA,NA,NA,233
26058,"Bradfiel Woods",52.18194,0.83417,NA,NA,NA,85
26059,"Tank Hill Road",51.49194,0.23417,NA,NA,NA,6
26060,"Ferry Lane",51.51194,0.19444,NA,NA,NA,6
26061,"Taul fara Fund",46.33093,23.807878,NA,NA,NA,424
26062,"Chalkney wood",51.91361,0.72333,NA,NA,NA,72
26063,"Salicea",46.67972,23.5225,NA,NA,NA,665
26064,"Lake Lala Mare",47.527644,24.899394,NA,NA,NA,1802
26065,"William King Flour Mill",51.55222,-0.48389,NA,NA,NA,39
26066,"Malham Tarn",54.09639,-2.16361,NA,NA,NA,367
26067,"Glen West",54.41667,-8.03333,NA,NA,NA,131
26068,"Ballynahatty bog",54.54417,-5.95306,NA,NA,NA,29
26069,"Claraghmore",54.63333,-7.45,NA,NA,NA,87
26070,"Ballyarnet lake",55.04167,-7.29722,NA,NA,NA,13
26071,"Garry Bog",55.08333,-6.56667,NA,NA,NA,27
26072,"Ballywoolen",55.16194,-6.76556,NA,NA,NA,3
26073,"Lumbister Bog",60.64639,-1.11222,NA,NA,NA,23
26074,"Obanul Mare",43.82722,28.55972,NA,NA,NA,10
26075,"Pestera Liliecilor de la Gura Dobrogei",44.48972,28.45583,NA,NA,NA,105
26076,"Adancata",44.77861,26.47611,NA,NA,NA,49
26077,"Laptici",45.37639,25.43889,NA,NA,NA,1473
26078,"Comandau",45.75944,26.2675,NA,NA,NA,1010
26079,"Lacul cu Muschi",45.55778,26.67583,NA,NA,NA,795
26080,"Lacul Negru",45.54917,26.61583,NA,NA,NA,828
26081,"Lacul Sfânta Ana",46.12597,25.886262,NA,NA,NA,939
26082,"Taul Sarat",46.58083,26.5475,NA,NA,NA,451
26083,"Muntii Stanisoarei",46.94472,26.19417,NA,NA,NA,852
26084,"Cesariu-Taga",46.96194,24.01917,NA,NA,NA,268
26085,"Tau-Baitii",47.79528,24.56444,NA,NA,NA,1454
26086,"Rut",46.54083,25.12194,NA,NA,NA,478
26087,"Sipotel",47.42889,27.09778,NA,NA,NA,69
26088,"Bilbor",47.07028,25.48667,NA,NA,NA,898
26089,"Lucina",47.70028,25.20944,NA,NA,NA,1047
26090,"Obcina",47.57306,25.27639,NA,NA,NA,950
26091,"Ciocanesti-Botos",47.48417,25.26806,NA,NA,NA,862
26092,"Poiana Stiol",47.58333,24.81667,NA,NA,NA,1531
26093,"Colacel Rosu",47.35444,25.30583,NA,NA,NA,802
26094,"Poiana Boilor",47.13472,25.35833,NA,NA,NA,1380
26095,"Chinteni",46.87194,23.53167,NA,NA,NA,490
26096,"Tau Obcioarei",47.62083,24.56639,NA,NA,NA,1075
26097,"Râșca",46.73972,23.09167,NA,NA,NA,1012
26098,"Taul Muced",47.57389,24.54472,NA,NA,NA,1378
26099,"Poiana Stampei",47.31278,25.13972,NA,NA,NA,887
26100,"Tinovul Cosna",47.37278,25.17556,NA,NA,NA,846
26101,"Tataru",47.33806,25.09694,NA,NA,NA,950
26102,"Caliman Exploatre",47.09167,25.225,NA,NA,NA,1815
26103,"Rachitis",47.12472,25.25194,NA,NA,NA,1334
26104,"Poiana Brazilor",47.83889,23.71222,NA,NA,NA,979
26105,"Lezerul calimani",47.1125,25.27361,NA,NA,NA,1542
26106,"Cica Mica",47.11056,25.23472,NA,NA,NA,1614
26107,"Pilugani",47.33278,25.16639,NA,NA,NA,859
26108,"Tesna",47.33194,25.12583,NA,NA,NA,894
26109,"Baia Mare",47.65472,23.46167,NA,NA,NA,181
26110,"Turba Mluha",46.33611,23.35861,NA,NA,NA,1236
26111,"Capatana",46.46611,23.13639,NA,NA,NA,1194
26112,"Hoteni",47.77028,23.89667,NA,NA,NA,437
26113,"Vlaschinescu",47.74694,23.72278,NA,NA,NA,878
26114,"Virful Brazilor",47.83889,23.71222,NA,NA,NA,979
26115,"Colibii",47.88056,23.69139,NA,NA,NA,918
26116,"Sarul Dornei",47.29111,28.36556,NA,NA,NA,224
26117,"Vuoskkujávri",68.34556,19.1,NA,NA,NA,345
26118,"Vuolep Allasasjaure",68.16667,18.16667,NA,NA,NA,1109
26119,"Alanen Laanijärvi",67.96611,20.46028,NA,NA,NA,354
26120,"Dead Sea 7",31.49111,35.42972,NA,NA,NA,-419
26121,"Lago Preola",37.61667,12.63333,NA,NA,NA,16
26122,"Adriatic Sea 108MAY90",44.75194,12.75,NA,NA,NA,-34
26123,"Morttjern",59.05972,11.61778,NA,NA,NA,220
26124,"Storsandvatnet",63.4575,8.45444,NA,NA,NA,95
26125,"Svartvatnet",63.35139,8.87778,NA,NA,NA,188
26126,"Tiåvatnet",63.05972,9.41694,NA,NA,NA,449
26127,"Råtåsj¢en",62.26667,9.83333,NA,NA,NA,1162
26128,"Afstj¢rna",61.64917,9.87667,NA,NA,NA,985
26129,"Måsåtjørnet",61.5625,10.26778,NA,NA,NA,818
26142,"Mustjärve bog",59.075,24.1,NA,NA,NA,18
26143,"Lake Ruila",59.175,24.43111,NA,NA,NA,29
26144,"Lake Kahala",59.48944,25.53861,NA,NA,NA,27
26145,"Viitna Linajärv",59.45139,26.01389,NA,NA,NA,80
26146,"Väike Juusa",58.05917,26.51722,NA,NA,NA,118
26147,"Lake Verijärv",57.80833,27.05833,NA,NA,NA,90
26148,"Vällamäe",57.73722,27.06917,NA,NA,NA,235
26149,"Keeley Site",37.40965,-109.044222,NA,NA,NA,1663
26150,"Lake Plaani Külajärv",57.675,27.075,NA,NA,NA,246
26151,"Ümarjärv",59.17528,27.46167,NA,NA,NA,64
26152,"Mire Saviku",58.4,27.23333,NA,NA,NA,22
26153,"Niinsaare",59.24806,27.54083,NA,NA,NA,38
26154,"Lake Konsu",59.22139,27.58056,NA,NA,NA,42
26155,"Lake Martiska",59.15861,27.6975,NA,NA,NA,71
26156,"Lake Jarveotsa",59.03333,24.28333,NA,NA,NA,20
26158,"Negro Ruin Group",37.475724,-108.82937,NA,NA,NA,2033
26161,"Painted Hand Pueblo",37.454402,-108.96954,NA,NA,NA,1830
26165,"Sandstone 1",37.54263,-108.86398,NA,NA,NA,1995
26166,"Lake Caranã",-2.83533,-55.042308,NA,NA,NA,-14
26167,"Litlvatnet",68.526744,14.930456,NA,NA,NA,90
26168,"Gammelheimenvatnet",68.48221,17.75935,NA,NA,NA,280
26169,"Bjørnfjelltjørn",68.44417,18.07167,NA,NA,NA,501
26170,"Austerkjosen",68.537298,17.265814,NA,NA,NA,123
26171,"Swallow Lagoon",-27.49895,153.454772,NA,NA,NA,157
26172,"Kilgii Pond",52.155006,-131.0959,NA,NA,NA,18
26173,"Mirror Lake",38.742542,-106.43276,NA,NA,NA,3343
26209,"Triangle Lake Bog",41.118982,-81.261458,NA,NA,NA,327
26210,"Haugtjernet",60.834762,10.87398,NA,NA,NA,328
26211,"Kinnshaugen",61.108412,10.358996,NA,NA,NA,568
26212,"Øygardstjønn",59.625946,7.986352,NA,NA,NA,670
26213,"Lisletjønn",59.34349,7.30483,NA,NA,NA,511
26214,"Flotatjønn",59.669884,7.540184,NA,NA,NA,884
26215,"Lille Kjelavatn",59.795962,7.251924,NA,NA,NA,980
26216,"Holebudalen",59.841922,6.992512,NA,NA,NA,1140
26217,"Grostjørna",58.537336,7.73367,NA,NA,NA,197
26218,"Reiersdalvann",58.325934,7.784902,NA,NA,NA,248
26219,"Dalane",58.244044,8.004356,NA,NA,NA,22
26220,"Grauthelleren",58.14445,7.91361,NA,NA,NA,89
26221,"Isbenttjønn",59.76475,7.433998,NA,NA,NA,781
26222,"Bonnett Lake",40.666288,-82.137976,NA,NA,NA,283
26495,"Wickett Pond",42.550366,-72.431854,NA,NA,NA,325
26504,"Sweeton Pond",36.7912,-92.223238,NA,NA,NA,304
26505,"Albany River",51.928728,-82.732186,NA,NA,NA,48
26506,"Albany River (008)",51.921946,-82.629688,NA,NA,NA,52
26549,"Albany River (009)",51.955966,-82.533468,NA,NA,NA,69
26551,"Ridge Site",50.478908,-83.87998,NA,NA,NA,110
26552,"HLM03",54.59913,-84.6403,NA,NA,NA,138
26553,"HLM11",54.67707,-84.5995,NA,NA,NA,89
26554,"HLM17",54.75284,-84.52735,NA,NA,NA,84
26555,"HVMS-03",52.71297,-84.17528,NA,NA,NA,88
26556,"MVRT03",52.84675,-83.92715,NA,NA,NA,60
26557,"Anthony Lake",44.959312,-118.231908,NA,NA,NA,2175
26558,"Twin Lakes",47.2413,-113.91133,NA,NA,NA,1261
26560,"Lake Yarnyshnoe",69.06667,36.06667,NA,NA,NA,55
26561,"Poteryanny Zub",68.82667,35.32822,NA,NA,NA,121
26562,"Baika",61.2684,46.75513,NA,NA,NA,38
26563,"Lake Lamskoye",60.72972,29.14222,NA,NA,NA,9
26564,"Lake Uzlovoye",61.09306,29.74528,NA,NA,NA,6
26565,"Lake Makarovskoye",60.726,29.14973,NA,NA,NA,4
26566,"Nizhneosinovskoye peat bog",60.68702,29.14831,NA,NA,NA,23
26567,"Lake Medvedevskoye",60.53071,29.90163,NA,NA,NA,108
26568,"Novoalex peatland",55.11806,41.03972,NA,NA,NA,95
26569,"Lake Pastorskoye",60.22891,30.04151,NA,NA,NA,71
26570,"Berezovskoye mire",53.66192,38.5838,NA,NA,NA,144
26571,"Ples",57.45,41.53333,NA,NA,NA,133
26572,"Lembolovskoye lake",60.3575,30.31333,NA,NA,NA,39
26573,"Lake Andolonomby",-23.05598,43.58707,NA,NA,NA,6
26574,"Selikhovo",53.21161,35.77489,NA,NA,NA,200
26575,"Velikoye raised bog",54.95167,22.34111,NA,NA,NA,35
26576,"Nikolsko-Lutinskoye bog",58.089326,30.983034,NA,NA,NA,36
26577,"Klukva peatland",53.83472,36.2525,NA,NA,NA,196
26578,"Staroselsky Moch",56.28528,32.0275,NA,NA,NA,201
26579,"Butovka",55.16667,36.41667,NA,NA,NA,205
26580,"Myshetskoe-Dolgoe",56.06667,37.33333,NA,NA,NA,195
26581,"Lake Kharinei",67.36667,62.75,NA,NA,NA,92
26582,"Mshinskoye raised bog",59.01111,29.97722,NA,NA,NA,72
26583,"Khorpyia",61.03333,60.05,NA,NA,NA,212
26586,"McAbee Fossil Beds",50.797046,-121.141182,NA,NA,NA,596
26587,"McAbee Fossil Beds",50.79701,-121.142188,NA,NA,NA,597
26588,"Man'inskii Khartym",64.38333,60.9,NA,NA,NA,17
26589,"Lake Babinskoye",59.61457,28.61129,NA,NA,NA,11
26590,"McAbee Fossil Beds",50.797114,-121.143724,NA,NA,NA,603
26591,"McAbee Fossil Beds",50.796814,-121.144936,NA,NA,NA,597
26592,"McAbee Fossil Beds",50.796966,-121.143578,NA,NA,NA,598
26593,"Perning fossil Homo site",-7.378926,112.482082,NA,NA,NA,39
26594,"Jetis Quarry",-7.38532,112.46966,NA,NA,NA,41
26595,"La Chonta Bog",9.686042,-83.9431,NA,NA,NA,2292
26596,"Parika",58.48888,25.77353,NA,NA,NA,40
26632,"Baldwin Lake",34.27392,-116.809054,NA,NA,NA,2044
26633,"Falkland Site",50.515626,-119.628412,NA,NA,NA,1366
26634,"Little Windy Hill Pond",41.433048,-106.337252,NA,NA,NA,2980
26638,"Begbie Lake",48.585188,-123.683488,NA,NA,NA,227
26641,"Lower Paintrock Lake",44.392412,-107.382266,NA,NA,NA,2797
26642,"Pfafforetsee",46.29951,7.58686,NA,NA,NA,560
26643,"Lago del Segrino",45.82802,9.26482,NA,NA,NA,375
26644,"Rainbow Lake",44.935836,-109.500666,NA,NA,NA,2962
26651,"Hummingbird Lake",56.551474,-135.012492,NA,NA,NA,37
26658,"West LaSalle",53.519342,-120.677038,NA,NA,NA,839
26659,"Paisley Cave 2",42.751462,-120.578126,NA,NA,NA,1324
26660,"Lake Edward",-0.430246,29.55015,NA,NA,NA,911
26661,"Klaarfontein Springs",-32.42389,18.49444,NA,NA,NA,8
26662,"Deva-Deva",-7.1222,37.62053,NA,NA,NA,2419
26663,"Kitumbako",-7.14533,37.63133,NA,NA,NA,2397
26664,"Oblong Tarn, Mt Kenya, Kenya",-0.14531,37.30171,NA,NA,NA,4353
26665,"Lake Malawi MAL05-1",-11.29433,34.43583,NA,NA,NA,482
26666,"Mare d'Oursi",14.6468,-0.4876,NA,NA,NA,259
26667,"RUMUIKU",-0.271,37.545,NA,NA,NA,1426
26668,"Vankervelsvlei",-34.013228,22.903354,NA,NA,NA,115
26669,"Rietvlei-Still Bay",-34.35415,21.53545,NA,NA,NA,-3
26670,"Mt Shengena",-4.292,37.92283,NA,NA,NA,1923
26671,"Billings Park",46.712418,-92.143032,NA,NA,NA,187
26672,"North Bay",46.65217,-92.239422,NA,NA,NA,184
26673,"Minnesota Point",46.732492,-92.066748,NA,NA,NA,183
26674,"Pokegama Bay",46.694694,-92.172788,NA,NA,NA,184
26675,"Bosque de Avicennia",-0.92777,-46.70221,NA,NA,NA,4
26676,"North of Clough Island",46.713202,-92.1879,NA,NA,NA,184
26677,"Lake Tritrivakely",-19.778756,46.918804,NA,NA,NA,1749
26678,"Beauty Lake",44.967606,-109.572766,NA,NA,NA,2878
26736,"Haystack Mountain",36.6045,-117.98609,NA,NA,NA,1154
26737,"Driehoek Vlei",-32.44,19.16,NA,NA,NA,888
26738,"Hospital Flat Meadow",32.66757,-109.87742,NA,NA,NA,2750
26739,"Sneeuberg Vlei",-32.44667,19.14861,NA,NA,NA,1194
26755,"Malahlapanga",-22.88889,31.0405,NA,NA,NA,367
26897,"Lago Amapá",-10.04542,-67.85506,NA,NA,NA,129
26898,"Furo do Chato",-0.87361,-46.65,NA,NA,NA,15
26899,"Laguna Rabadilla de Vaca",-4.25547,-79.11214,NA,NA,NA,3275
26900,"Estación Científica San Francisco Refugio",-3.975,-79.07361,NA,NA,NA,2007
26901,"Serra do Tepequém",3.79201,-61.70433,NA,NA,NA,617
26902,"Aubrey Clovis Site",33.293924,-96.988862,NA,NA,NA,202
26903,"Laguna Cocha Caranga",-4.04586,-79.15958,NA,NA,NA,2604
26905,"Fuldera-Palü Lunga",46.61469,10.34647,NA,NA,NA,1811
26910,"Mauntschas",46.4575,9.8561,NA,NA,NA,2964
26921,"Hall's Cave",29.927158,-99.424588,NA,NA,NA,629
26923,"Creede",37.808842,-106.98449,NA,NA,NA,2723
26932,"Creede",37.818302,-106.969658,NA,NA,NA,2641
26933,"Creede",37.79453,-106.980702,NA,NA,NA,2674
26934,"Creede",37.835738,-106.932048,NA,NA,NA,2762
26981,"Platoro",37.341318,-106.550336,NA,NA,NA,3246
26982,"Pitch Pinnacle",38.403858,-106.302996,NA,NA,NA,3203
26983,"Antero",36.68669,-106.261216,NA,NA,NA,2893
26984,"Campo Salgado",-0.91278,-46.68306,NA,NA,NA,4
26985,"Laguna Zurita",-3.97467,-79.11761,NA,NA,NA,2538
26986,"Florissant",38.911356,-105.299628,NA,NA,NA,2568
26987,"EL Tiro-Pass",-3.98978,-79.14519,NA,NA,NA,2776
26988,"Vinillos",-0.60078,-77.84689,NA,NA,NA,2056
26989,"Seal Beach wetland",33.73901,-118.083814,NA,NA,NA,2
26991,"Prášilské jezero",49.075004,13.399778,NA,NA,NA,1086
26992,"Blackwood Sinkhole",26.79867,-77.423446,NA,NA,NA,46
26994,"Nunalleq",59.715474,-161.852972,NA,NA,NA,10
26995,"Sa Curcurica",40.45547,9.78752,NA,NA,NA,4
26996,"Necoslie River",54.407646,-124.23024,NA,NA,NA,686
26997,"Nautley River",54.08335,-124.587184,NA,NA,NA,670
27004,"St. Catherines Island (Pond Core 2)",31.650586,-81.15963,NA,NA,NA,3
27005,"Laguna Mandioré",-18.09183,-57.56267,NA,NA,NA,93
27006,"Lago Rogaguado",-12.99739,-65.98614,NA,NA,NA,152
27007,"St. Catherines Island (Middle Road Pond)",31.637536,-81.160662,NA,NA,NA,3
27008,"Nativo do Flamengo",-19.1635,-39.93953,NA,NA,NA,40
27009,"St. Catherines Island (Crane Yard Pond East)",31.678676,-81.14954,NA,NA,NA,4
27010,"Lake Acarabixi",-0.34583,-64.49889,NA,NA,NA,26
27011,"St. Catherines Island (Crane Yard Pond West)",31.678676,-81.14954,NA,NA,NA,4
27012,"Gorgo Pollicino",37.82361,14.12722,NA,NA,NA,1285
27013,"Marcato Cixé",37.85887,14.12782,NA,NA,NA,1177
27014,"Gorgo Lungo",37.90101,13.40842,NA,NA,NA,900
27015,"St. Catherines Island (Hell Hole)",31.649426,-81.1601,NA,NA,NA,3
27016,"Gorgo Tondo",37.90131,13.41265,NA,NA,NA,851
27017,"Urgo Pietra Giordano",37.85262,14.12767,NA,NA,NA,1334
27018,"Urio Quattrocchi",37.90121,14.39575,NA,NA,NA,1041
27019,"St. Catherines Island (Hibiscus Meadow)",31.676954,-81.14661,NA,NA,NA,5
27020,"St. Catherines Island (Hokes Pond)",31.621634,-81.157708,NA,NA,NA,2
27021,"Kashiru Swamp",-3.45,29.53333,NA,NA,NA,2251
27022,"Mobile Bay, MB0810-GC20",30.291,-87.883,NA,NA,NA,-2
27023,"St. Catherines Island (N6-C4)",31.650656,-81.16913,NA,NA,NA,2
27024,"St. Catherines Island (Northwest Marsh)",31.68595,-81.153016,NA,NA,NA,6
27025,"Gouillé Loéré",46.15006,7.35751,NA,NA,NA,2515
27026,"Palughetto",46.10237,12.40049,NA,NA,NA,1035
27027,"Lake Malawi MAL05-2",-10.01833,34.18667,NA,NA,NA,478
27028,"Chickaree Lake",40.33395,-105.841274,NA,NA,NA,2837
27029,"Pearson's Pond",37.352646,-122.256652,NA,NA,NA,376
27070,"Karakol",42.83889,77.3925,NA,NA,NA,2361
27071,"Lake Huila",-0.42342,-78.01792,NA,NA,NA,2590
27072,"Kichikol",39.98767,73.55193,NA,NA,NA,2532
27073,"Bakaly",41.86734,71.96008,NA,NA,NA,1881
27074,"Nizhnee",41.30935,72.96399,NA,NA,NA,1377
27081,"Verkhnee",41.30912,72.95762,NA,NA,NA,1437
27082,"Ak Terek",41.2815,72.83431,NA,NA,NA,1747
27083,"Ortok",41.24565,73.26452,NA,NA,NA,1725
27084,"Swan Lake",42.293642,-111.992934,NA,NA,NA,1451
27142,"Croton Springs",32.16278,-109.93389,NA,NA,NA,1264
27147,"St. Catherines Island (South Beach Entrance)",31.58129,-81.157014,NA,NA,NA,12
27148,"Grootdrift - Verlorenvlei",-32.4007,18.47406,NA,NA,NA,6
27149,"Bois de Bilanko",-3.51385,15.35116,NA,NA,NA,744
27155,"St. Catherines Island (Yellow Bluff)",31.58129,-81.15707,NA,NA,NA,7
27156,"Wenquan wetland",44.97373,81.03134,NA,NA,NA,1340
27159,"CORAF",-4.74201,11.84659,NA,NA,NA,5
27160,"St. Catherines Island (South Beach various)",31.579212,-81.15918,NA,NA,NA,24
27167,"Songolo",-4.7662,11.86641,NA,NA,NA,6
27168,"Eilandvlei",-33.994446,22.640128,NA,NA,NA,-18
27171,"Dářko",49.639158,15.87283,NA,NA,NA,612
27178,"Maranguape",-3.89619,-38.72017,NA,NA,NA,875
27192,"Sunken Island Lake",60.592116,-150.888426,NA,NA,NA,79
27193,"Choquette Lake",59.944624,-151.110924,NA,NA,NA,501
27205,"Wawona Meadow",37.52752,-119.647188,NA,NA,NA,1247
27210,"Laguna Biajaca",19.59086,-71.08654,NA,NA,NA,66
27211,"Cerro Toledo",-4.37461,-79.11153,NA,NA,NA,3106
27212,"Morkill Lake",53.60656,-120.65228,NA,NA,NA,777
27214,"Mallin Casanova",-47.64356,-72.97522,NA,NA,NA,115
27215,"Laguna La Pava",-44.2797,-71.5233,NA,NA,NA,748
27219,"Lower Sitka Sound [EW0408-40JC]",56.98573,-135.47757,NA,NA,NA,-216
27220,"Cerro Toledo",-4.37461,-79.11153,NA,NA,NA,3106
27221,"Lago Los Niños",-44.01033,-71.49152,NA,NA,NA,1007
27222,"Lac des Grenouilles",44.09825,7.48358,NA,NA,NA,1999
27223,"Rabadilla de Vaca mire",-4.25658,-79.12092,NA,NA,NA,3182
27225,"Wainisavulevu Creek",-17.83876,178.02395,NA,NA,NA,927
27226,"Lake Tagimaucia",-16.823578,-179.940552,NA,NA,NA,815
27227,"Lowelak Swamp",-2.93333,151.41667,NA,NA,NA,57
27228,"Nadrau Swamp",-17.711806,177.957382,NA,NA,NA,764
27229,"Lake Hordorli",-2.541258,140.589384,NA,NA,NA,783
27230,"Sehestedter Aussendeichsmoor",53.438402,8.306488,NA,NA,NA,7
27231,"Schwindebeck",53.120858,10.113428,NA,NA,NA,50
27232,"Grevenhof",53.1153,10.09759,NA,NA,NA,54
27233,"Bandung DPDR-II",-6.99042,107.72905,NA,NA,NA,657
27234,"Flögeln Fischer",53.66697,8.80243,NA,NA,NA,6
27235,"Süßwasser-Töck Helgoland",54.215,7.9,NA,NA,NA,-10
27237,"Cenote Kail",16,-91.554,NA,NA,NA,1527
27238,"Lagunas Natosas Bosque",-4.73042,-79.42406,NA,NA,NA,3476
27239,"Valle Pequeño",-4.11608,-79.17206,NA,NA,NA,2808
27240,"Lake Kumpaka",-2.836632,-77.962086,NA,NA,NA,336
27241,"Day Wash #14",34.29892,-110.655184,NA,NA,NA,2327
27242,"Forestdale Valley",34.121168,-110.109662,NA,NA,NA,1817
27243,"Gund Ranch",39.904,-116.59,NA,NA,NA,1731
27244,"Emile Lake",64.054432,-114.106306,NA,NA,NA,357
27245,"Cheney Lake",46.38043,-91.701074,NA,NA,NA,341
27246,"Cocha Caranga Mire",-4.04382,-79.16257,NA,NA,NA,2685
27247,"Kanna fen",58.32503,22.09672,NA,NA,NA,30
27248,"Dune Pond",34.41357,-119.881942,NA,NA,NA,6
27249,"Rocky Draw",34.278546,-110.459254,NA,NA,NA,2087
27250,"Laguna Portezuelo",-37.91177,-71.04079,NA,NA,NA,1716
27254,"La Calderilla",27.96268,-15.5534,NA,NA,NA,1767
27255,"Steinkiste",53.659926,8.772888,NA,NA,NA,4
27256,"Steertmoor Fickmühlen",53.645324,8.75663,NA,NA,NA,6
27257,"Llaviucu",-2.84278,-79.14611,NA,NA,NA,3180
27258,"Estero Hondo",19.8395,-71.18456,NA,NA,NA,8
27259,"Flögelner Holz",53.654838,8.769558,NA,NA,NA,12
27260,"Sharp Hollow",34.302322,-110.817106,NA,NA,NA,2302
27261,"Willow Wash",34.292846,-110.66579,NA,NA,NA,2266
27263,"Fuhrenkamp",53.65498,8.77929,NA,NA,NA,14
27264,"Austerngrund",53.74167,4.5,NA,NA,NA,-38
27265,"Doggerbank",54.76833,3.46167,NA,NA,NA,-43
27266,"Jagen 20",53.67158,8.717136,NA,NA,NA,19
27270,"HRST 13-01",50.765304,-82.779772,NA,NA,NA,161
27273,"Immenmoor",53.673974,8.724022,NA,NA,NA,19
27274,"Silbersee",53.663922,8.727432,NA,NA,NA,5
27275,"Swienskuhle",53.671666,8.722844,NA,NA,NA,19
27276,"Westrhauderfehn",53.108426,7.558172,NA,NA,NA,3
27277,"Oerel",53.480124,9.059086,NA,NA,NA,7
27278,"Surheide",53.514436,8.628108,NA,NA,NA,6
27279,"Osterwanna",53.748186,8.815802,NA,NA,NA,12
27280,"Rheiderland",53.261644,7.307148,NA,NA,NA,16
27281,"Benfield Lake",46.540106,-92.601862,NA,NA,NA,342
27282,"Borden Lake",46.188612,-89.700014,NA,NA,NA,508
27283,"Ackerman Lake",46.331288,-86.797942,NA,NA,NA,282
27297,"Lake Pata",0.28602,-66.67672,NA,NA,NA,284
27298,"Cajanuma valley",-4.14972,-79.15694,NA,NA,NA,3221
